Name,Rookie,JN,BD,BD_Y,Hgt,Wgt,Pos,Team,GP,G,A,PTS,Pts/G,+/-,PPG,PPA,GWG,ENG,PIM,PPP,PPP_Percentage,RNK
Blake Arrowsmith,YES,18,,2007.0,6.01,186,RW,Niagara IceDogs,36,8,9,17,0.47,-1,1,0,1,0,38,1,5.9,-9.5
Parker Snelgrove,NO,9,,2007.0,6.00,189,C,Guelph Storm,43,8,9,17,0.4,-11,0,0,0,0,25,0,0.0,-6.5
Declan Waddick,NO,27,,2005.0,5.09,165,LW,Owen Sound Attack,38,7,10,17,0.45,-11,1,3,0,0,28,4,23.5,-10.0
Jake Crawford,NO,16,,2007.0,6.03,180,C,Owen Sound Attack,43,7,10,17,0.4,-10,1,0,0,0,14,1,5.9,5.0
Liam Beamish,YES,40,,2007.0,5.11,179,C,Sarnia Sting,20,6,11,17,0.85,13,0,1,0,0,8,1,5.9,33.5
Parker Von Richter,NO,6,,2006.0,6.01,195,D,Brampton Steelheads,37,6,11,17,0.46,8,3,2,1,0,12,5,29.4,24.5
Zackary Sandhu,NO,72,,2005.0,6.02,195,D,Oshawa Generals,42,6,11,17,0.4,8,0,0,0,1,78,0,0.0,-41.5
Braedyn Rogers,NO,2,,2006.0,6.00,180,RD,Owen Sound Attack,45,5,12,17,0.38,-11,2,3,0,0,25,5,29.4,-8.0
Nolan Collins,NO,77,,2004.0,6.04,215,D,Flint Firebirds,36,4,13,17,0.47,8,1,6,1,0,52,7,41.2,-16.5
Ben Danford,NO,77,,2006.0,6.02,195,D,Oshawa Generals,41,4,13,17,0.41,2,0,2,2,0,42,2,11.8,-12.5
Jakub Fibigr,NO,5,,2006.0,6.00,171,D,Brampton Steelheads,33,3,14,17,0.52,4,1,1,0,0,10,2,11.8,21.0
Max Crete,YES,23,,2008.0,5.09,182,C,Niagara IceDogs,45,10,6,16,0.36,-11,2,1,1,1,38,3,18.8,-20.0
Maleek McGowan,NO,11,,2005.0,6.00,190,D,Kingston Frontenacs,35,6,10,16,0.46,10,0,0,2,0,22,0,0.0,15.0
Harry Nansi,NO,34,,2007.0,6.03,179,RW,Owen Sound Attack,44,5,11,16,0.36,-5,0,2,2,0,8,2,12.5,13.5
Wesley Royston,NO,77,,2007.0,6.03,174,RW,Erie Otters,38,9,6,15,0.39,-2,2,0,2,1,30,2,13.3,-5.0
Chris Grisolia,NO,85,,2005.0,6.00,187,LW,Kitchener Rangers,40,8,7,15,0.38,12,0,0,0,3,16,0,0.0,22.5
Jean-Christoph Lemieux,YES,22,,2008.0,5.11,176,C,Windsor Spitfires,32,7,8,15,0.47,7,0,0,0,0,11,0,0.0,22.0
Alex McLean,YES,8,,2008.0,5.10,173,C,Guelph Storm,36,7,8,15,0.42,-18,2,2,2,0,4,4,26.7,4.0
Tnias Mathurin,NO,74,,2004.0,6.03,200,D,Windsor Spitfires,37,6,9,15,0.41,22,0,0,1,0,14,0,0.0,33.5
Rowan Henderson,YES,77,,2007.0,5.10,178,LW,Sudbury Wolves,43,6,9,15,0.35,-1,0,0,1,1,27,0,0.0,-2.5
Noah Read,YES,92,,2007.0,6.00,170,C,London Knights,27,5,10,15,0.56,3,0,2,0,0,14,2,13.3,14.0
Daniil Skvortsov,YES,59,,2007.0,6.04,200,D,Guelph Storm,39,5,10,15,0.38,-17,1,0,0,0,8,1,6.7,0.0
Urban Podrekar,NO,98,,2005.0,6.00,194,D,Flint Firebirds,42,5,10,15,0.36,-2,2,1,1,0,23,3,20.0,0.0
Kasper Halttunen,NO,12,,2005.0,6.03,207,RW,London Knights,16,4,11,15,0.94,7,1,3,2,0,15,4,26.7,16.5
Quinn Beauchesne,NO,13,,2007.0,6.00,187,D,Guelph Storm,32,4,11,15,0.47,-5,0,4,0,1,34,4,26.7,-14.5
Brady R Smith,YES,12,,2007.0,5.11.,173,LW,Soo Greyhounds,33,4,11,15,0.45,-17,1,1,1,0,10,2,13.3,-2.5
Wil McFadden,NO,93,,2007.0,5.08,170,C,Guelph Storm,38,4,11,15,0.39,-6,1,2,0,0,6,3,20.0,12.5
Noah Roberts,NO,12,,2005.0,6.01,195,D,Sudbury Wolves,43,4,11,15,0.35,-9,0,0,0,1,88,0,0.0,-72.5
Ty Henry,NO,2,,2006.0,6.04,210,D,Erie Otters,39,1,14,15,0.38,-4,0,5,0,0,56,5,33.3,-37.0
Antonio Tersigni,NO,37,,2006.0,5.11,172,LW,Owen Sound Attack,35,10,4,14,0.4,-8,0,2,0,0,26,2,14.3,-8.0
Masen Wray,NO,22,,2006.0,6.04,185,C,Owen Sound Attack,38,8,6,14,0.37,-4,1,0,1,0,28,1,7.1,-7.0
Ethan Toms,NO,61,,2006.0,5.11,179,C,Oshawa Generals,42,8,6,14,0.33,-6,0,0,0,0,22,0,0.0,-3.0
Ondrej Molnar,NO,96,,2005.0,5.10,175,LW,Sudbury Wolves,25,7,7,14,0.56,-7,1,3,0,0,12,4,28.6,5.5
Brady Stonehouse,NO,16,,2004.0,5.10,194,RW,Peterborough Petes,25,7,7,14,0.56,-2,2,4,1,0,22,6,42.9,0.5
Owen Outwater,NO,93,,2005.0,6.02,187,LW,Windsor Spitfires,26,5,9,14,0.54,-4,1,3,1,0,6,4,28.6,13.5
Brooks Rogowski,YES,10,,2008.0,6.06,214,RW,Oshawa Generals,44,5,9,14,0.32,-5,1,0,0,0,0,1,7.1,18.5
Thomas Budnick,NO,24,,2004.0,6.01,210,D,Brantford Bulldogs,24,4,10,14,0.58,16,0,0,1,0,29,0,0.0,10.0
Will Bishop,NO,6,,2005.0,6.06,210,RD,Kingston Frontenacs,42,3,11,14,0.33,0,0,0,0,1,26,0,0.0,-3.5
Lucas Moore,NO,4,,2005.0,5.10,193,D,Brantford Bulldogs,46,3,11,14,0.3,-4,1,0,0,0,56,1,7.1,-37.5
PJ Forgione,NO,27,,2004.0,6.02,215,LD,Saginaw Spirit,43,2,12,14,0.33,15,0,0,1,0,40,0,0.0,-3.0
Caeden Carlisle,NO,7,,2004.0,6.01.,197,D,Soo Greyhounds,42,1,13,14,0.33,-12,0,4,0,0,56,4,28.6,-46.5
Andrew LeBlanc,NO,27,,2004.0,6.00,183,C,North Bay Battalion,34,7,6,13,0.38,-22,1,2,2,0,32,3,23.1,-31.0
Hunter McKenzie,NO,72,,2006.0,6.00,193,LW,Guelph Storm,42,7,6,13,0.31,-14,0,0,0,1,19,0,0.0,-10.0
Aiden O'Donnell,YES,22,,2008.0,6.01,172,LW,Brantford Bulldogs,36,6,7,13,0.36,-4,0,0,1,0,8,0,0.0,10.5
Quinton Pagé,NO,14,,2005.0,5.07,172,LW,Peterborough Petes,37,6,7,13,0.35,-5,2,3,0,0,31,5,38.5,-13.5
Leo Serlin,NO,20,,2006.0,6.00,190,RW,Guelph Storm,43,6,7,13,0.3,-28,1,0,0,0,6,1,7.7,-11.5
Sean Doherty,NO,44,,2006.0,6.01,182,RW,Niagara IceDogs,45,6,7,13,0.29,-4,1,1,0,0,10,2,15.4,8.5
Ivan Galiyanov,NO,92,,2007.0,5.10,174,LW,Niagara IceDogs,45,6,7,13,0.29,-5,0,0,0,0,12,0,0.0,5.5
Jake Karabela,NO,10,,2004.0,5.11,188,C,Guelph Storm,23,5,8,13,0.57,-15,2,5,0,0,14,7,53.8,-7.0
Nico Addy,NO,22,,2007.0,6.04,207,RW,Peterborough Petes,39,5,8,13,0.33,-15,1,0,2,0,43,1,7.7,-36.0
Hudson Chitaroni,YES,91,,2007.0,5.10,178,C,Sudbury Wolves,43,5,8,13,0.3,-8,2,2,4,0,22,4,30.8,-8.0
Noah Van Vliet,NO,5,,2004.0,6.02,222,D,Niagara IceDogs,45,4,9,13,0.29,13,0,0,1,0,68,0,0.0,-33.5
Matthew Andonovski,NO,5,,2005.0,6.02,200,LD,Kitchener Rangers,46,4,9,13,0.28,2,0,3,2,0,96,3,23.1,-72.5
Rene Van Bommel,NO,55,,2006.0,5.11,185,LW,London Knights,37,3,10,13,0.35,10,0,0,0,0,50,0,0.0,-19.0
Brennan Faulkner,NO,28,,2005.0,5.11,176,LW,Peterborough Petes,42,3,10,13,0.31,2,0,0,0,0,28,0,0.0,-5.0
Kohyn Eshkawkogan,YES,19,,2008.0,5.10,164,D,Ottawa 67's,39,2,11,13,0.33,-3,1,3,0,0,24,4,30.8,-6.5
Andrew Wycisk,NO,75,,2005.0,5.11,170,D,Niagara IceDogs,39,2,11,13,0.33,-1,0,3,1,0,14,3,23.1,5.5
Caden Kelly,NO,28,,2006.0,5.11,197,RW,Ottawa 67's,41,9,3,12,0.29,-9,0,0,1,1,31,0,0.0,-17.5
Grayson Tiller,NO,8,,2005.0,5.10,193,D,Barrie Colts,44,7,5,12,0.27,-1,0,0,1,0,54,0,0.0,-33.5
Luca Testa,NO,91,,2006.0,6.01,184,C,Brantford Bulldogs,27,6,6,12,0.44,2,1,1,1,0,2,2,16.7,21.0
Cameron Mercer,NO,14,,2005.0,6.00,180,C,Kitchener Rangers,42,6,6,12,0.29,13,0,0,1,0,26,0,0.0,8.0
Carson Andrew,YES,71,,2008.0,6.01,184,RW,Soo Greyhounds,44,5,7,12,0.27,-12,0,1,1,0,8,1,8.3,0.5
Carter Kostuch,NO,18,,2007.0,5.11,165,LW,Sarnia Sting,30,4,8,12,0.4,-5,0,0,0,0,18,0,0.0,-3.0
Brodie McConnell-Barker,NO,8,,2006.0,5.11.,185,D,Soo Greyhounds,32,2,10,12,0.38,-5,0,2,2,0,16,2,16.7,-2.0
Liam Ladds,NO,8,,2007.0,6.02,175,D,Peterborough Petes,43,2,10,12,0.28,-5,0,0,0,0,47,0,0.0,-33.0
Cal Uens,NO,44,,2005.0,5.09,168,D,Kingston Frontenacs,44,2,10,12,0.27,9,0,0,0,0,36,0,0.0,-8.0
Wyatt Kennedy,NO,2,,2005.0,6.05,202,D,Windsor Spitfires,42,1,11,12,0.29,-14,0,4,0,0,44,4,33.3,-39.5
Callum Hughes,NO,9,,2006.0,6.01,170,LW,Erie Otters,21,6,5,11,0.52,-5,0,1,0,0,4,1,9.1,10.5
Lucas Di Giantommaso,NO,92,,2005.0,6.00,178,RW,Sudbury Wolves,35,6,5,11,0.31,-8,1,1,0,0,11,2,18.2,0.5
Jeremy Martin,NO,15,,2007.0,6.01,195,LW,Flint Firebirds,44,6,5,11,0.25,-8,0,0,0,0,14,0,0.0,-2.5
Andrew Gibson,NO,92,,2005.0,6.03.,210,D,Oshawa Generals,32,5,6,11,0.34,7,0,1,3,0,38,1,9.1,-12.0
Nikolas Rossetto,YES,19,,2008.0,5.09,156,RW,Brantford Bulldogs,40,5,6,11,0.28,-3,0,0,0,0,2,0,0.0,14.0
Brady T Smith,YES,11,,2008.0,6.00,181,RW,Soo Greyhounds,44,5,6,11,0.25,-10,2,3,1,0,16,5,45.5,-7.0
Rafik Varosyan,YES,18,,2007.0,6.00,179,LW,Owen Sound Attack,38,4,7,11,0.29,-8,0,0,1,0,33,0,0.0,-22.5
Mathieu Paris,NO,54,,2005.0,6.00,182,RW,Niagara IceDogs,17,3,8,11,0.65,12,0,4,2,0,2,4,36.4,28.0
Hughston Hurt,NO,72,,2007.0,6.01,178,D,Sarnia Sting,45,3,8,11,0.24,-7,0,0,0,0,29,0,0.0,-18.0
Noah Jenken,YES,19,,2007.0,6.03,190,D,Guelph Storm,39,2,9,11,0.28,-1,0,1,0,0,18,1,9.1,-1.5
Frankie Marrelli,NO,8,,2006.0,5.11,187,D,Ottawa 67's,39,1,10,11,0.28,-16,0,2,1,0,40,2,18.2,-39.0
Blair Scott,NO,17,,2005.0,6.02,190,D,Niagara IceDogs,45,1,10,11,0.24,11,0,0,0,0,73,0,0.0,-45.0
Jordan Charron,YES,27,,2007.0,6.02,190,RW,Soo Greyhounds,24,7,3,10,0.42,-16,0,0,1,0,19,0,0.0,-16.5
Nick Wellenreiter,NO,28,,2006.0,5.11,167,RW,North Bay Battalion,19,6,4,10,0.53,-13,0,2,1,0,4,2,20.0,1.0
Hayden Reid,NO,18,,2006.0,6.0,181,C,Flint Firebirds,29,6,4,10,0.34,3,1,0,0,0,18,1,10.0,3.0
Michael Derbidge,NO,91,,2005.0,6.01,199,LW,Barrie Colts,32,5,5,10,0.31,-6,0,0,2,0,22,0,0.0,-10.5
Blake Clayton,YES,24,,2007.0,6.00,165,C,Sudbury Wolves,33,5,5,10,0.3,4,0,0,2,1,43,0,0.0,-21.5
Ryder Carey,YES,11,,2008.0,6.00,176,C,North Bay Battalion,42,4,6,10,0.24,-14,0,1,0,0,19,1,10.0,-16.0
Kent Greer,YES,5,,2008.0,5.08,163,D,North Bay Battalion,35,3,7,10,0.29,-4,1,0,0,0,10,1,10.0,2.5
Ethan Garden,YES,77,,2008.0,5.08,166,LW,Windsor Spitfires,36,3,7,10,0.28,-4,0,0,1,0,12,0,0.0,0.5
Francis Parish,YES,18,,2007.0,5.08,160,RW,Peterborough Petes,37,3,7,10,0.27,-5,0,0,0,0,26,0,0.0,-14.5
Graydon Jones,YES,9,,2007.0,6.00,175,LD,Saginaw Spirit,41,3,7,10,0.24,1,0,0,0,0,26,0,0.0,-8.5
Artem Frolov,NO,26,,2007.0,6.01,193,D,Flint Firebirds,43,2,8,10,0.23,-1,0,0,0,0,10,0,0.0,5.0
Hunter Solomon,YES,17,,2007.0,6.00.,180,D,Soo Greyhounds,44,2,8,10,0.23,-12,0,0,0,0,19,0,0.0,-15.0
Conor Walton,NO,28,,2006.0,6.05,204,D,Windsor Spitfires,44,2,8,10,0.23,15,0,0,2,0,44,0,0.0,-13.0
David Svozil,NO,29,,2006.0,6.02,177,D,Oshawa Generals,36,1,9,10,0.28,5,0,0,0,0,10,0,0.0,10.5
Gavin Ewles,NO,7,,2005.0,6.01,188,D,Sudbury Wolves,43,1,9,10,0.23,4,0,0,0,0,20,0,0.0,-0.5
Daylen Moses,NO,24,,2005.0,6.02,180,C,Sarnia Sting,37,6,3,9,0.24,-6,0,0,1,1,33,0,0.0,-22.5
Nolan Laird,NO,19,,2006.0,6.01,180,C,North Bay Battalion,39,6,3,9,0.23,-8,0,0,0,0,26,0,0.0,-17.5
Ethan Martin,NO,14,,2005.0,6.06,222,LW,Oshawa Generals,35,5,4,9,0.26,2,0,0,1,0,54,0,0.0,-36.0
Parker Vaughan,YES,16,,2008.0,6.01,189,RW,North Bay Battalion,38,5,4,9,0.24,2,0,0,2,0,19,0,0.0,-1.0
Justin Bottineau,NO,77,,2006.0,6.00,168,RW,Guelph Storm,33,4,5,9,0.27,0,0,0,0,0,23,0,0.0,-7.5
Brett Hammond,NO,91,,2006.0,6.02,188,RW,Erie Otters,39,4,5,9,0.23,-8,0,1,2,0,13,1,11.1,-5.5
Adam Jiricek,NO,5,,2006.0,6.03,180,D,Brantford Bulldogs,14,3,6,9,0.64,4,0,3,0,0,2,3,33.3,17.0
Karlis Flugins,YES,21,,2007.0,5.11,185,C,Flint Firebirds,32,3,6,9,0.28,6,0,0,1,0,0,0,0.0,21.0
Evan Passmore,NO,88,,2006.0,6.04,210,D,Barrie Colts,40,3,6,9,0.23,10,0,0,0,0,35,0,0.0,-10.0
Josef Eichler,NO,5,,2005.0,6.00,194,D,Windsor Spitfires,41,2,7,9,0.22,8,0,0,1,0,52,0,0.0,-29.5
Spencer Evans,NO,16,,2006.0,6.00,189,D,Soo Greyhounds,29,1,8,9,0.31,-2,0,1,0,0,32,1,11.1,-20.0
Jaiden Newton,NO,84,,2007.0,5.11,180,C,Barrie Colts,41,1,8,9,0.22,4,0,0,0,0,27,0,0.0,-9.0
Josh Glavin,NO,5,,2006.0,6.02,200,LD,Saginaw Spirit,43,0,9,9,0.21,-11,0,0,0,0,74,0,0.0,-71.5
Anthony Romani,NO,15,,2005.0,6.01,190,RW,Barrie Colts,12,5,3,8,0.67,-5,1,2,0,3,2,3,37.5,7.5
Ryan McGuire,NO,12,,2004.0,5.11,192,C,Guelph Storm,19,5,3,8,0.42,-10,0,0,2,0,31,0,0.0,-26.5
Luca Blonda,YES,93,,2008.0,5.11,173,D,Sudbury Wolves,42,5,3,8,0.19,-8,1,1,1,0,29,2,25.0,-22.5
Konnor Smith,NO,84,,2004.0,6.06,217,D,Brampton Steelheads,15,4,4,8,0.53,-1,1,0,1,1,13,1,12.5,0.0
Reyth Smith,YES,20,,2007.0,6.02,173,LW,North Bay Battalion,39,4,4,8,0.21,0,0,0,0,0,36,0,0.0,-22.0
Nathan Gaymes,NO,19,,2006.0,5.11,177,RW,Windsor Spitfires,33,3,5,8,0.24,-2,0,0,0,0,47,0,0.0,-35.5
MacGregor Richmond,NO,73,,2006.0,5.09,180,RW,Brampton Steelheads,43,3,5,8,0.19,-11,0,0,1,0,6,0,0.0,-3.5
Alexander Bilecki,YES,89,,2008.0,6.01,155,LD,Kitchener Rangers,33,2,6,8,0.24,2,0,1,0,0,17,1,12.5,-2.0
Carter Hicks,YES,58,,2008.0,6.01,166,D,Windsor Spitfires,31,1,7,8,0.26,9,0,0,0,0,12,0,0.0,9.5
Riley Clark,NO,17,,2006.0,6.01,185,LW,Kingston Frontenacs,38,5,2,7,0.18,-2,0,0,1,0,13,0,0.0,-2.0
Noah Aboflan,NO,74,,2005.0,6.00,192,LW,London Knights,30,4,3,7,0.23,6,0,0,0,0,33,0,0.0,-14.5
Harrison Franssen,NO,12,,2006.0,6.03,192,C,Oshawa Generals,41,4,3,7,0.17,-6,0,0,0,0,49,0,0.0,-42.5
Noah Nelson,NO,11,,2005.0,6.01,183,C,Brantford Bulldogs,41,4,3,7,0.17,-8,0,0,0,0,30,0,0.0,-25.5
Adam Levac,YES,10,,2008.0,5.10,166,C,Peterborough Petes,37,3,4,7,0.19,-9,0,0,0,0,12,0,0.0,-9.0
Max Dirracolo,NO,25,,2006.0,6.04,216,LD,Kitchener Rangers,44,3,4,7,0.16,7,0,1,1,0,54,1,14.3,-35.0
Aaron Enright,YES,4,,2007.0,6.00,211,D,North Bay Battalion,33,2,5,7,0.21,1,1,0,0,0,12,1,14.3,0.5
Charlie Hilton,NO,20,,2006.0,6.05,212,LW,Soo Greyhounds,37,2,5,7,0.19,-8,0,1,0,0,45,1,14.3,-41.5
James Barr,NO,16,,2007.0,6.01,182,D,Sarnia Sting,36,1,6,7,0.19,-10,0,1,0,0,24,1,14.3,-23.0
Grayden Strohack,NO,6,,2006.0,6.04,198,D,Peterborough Petes,40,1,6,7,0.18,-7,0,0,0,0,64,0,0.0,-60.0
Erik Muxlow,YES,22,,2007.0,5.10.,183,LW,Soo Greyhounds,41,1,6,7,0.17,-14,0,0,0,0,6,0,0.0,-9.0
Reed Gee,NO,8,,2006.0,6.00,185,D,Brampton Steelheads,39,0,7,7,0.18,8,0,0,0,0,69,0,0.0,-50.5
Nolan Jackson,YES,27,,2007.0,6.01,180,D,Ottawa 67's,41,0,7,7,0.17,1,0,0,0,0,15,0,0.0,-3.5
Elliot Arnett,YES,4,,2008.0,6.01,189,LD,Owen Sound Attack,42,0,7,7,0.17,-9,0,0,0,0,26,0,0.0,-24.5
Callum Cheynowski,NO,7,,2006.0,6.00,197,D,Niagara IceDogs,45,0,7,7,0.16,-12,0,1,0,0,28,1,14.3,-29.5
Chase Yanni,YES,16,,2007.0,5.11,183,LW,Ottawa 67's,40,4,2,6,0.15,-17,0,0,1,0,32,0,0.0,-38.0
Cameron Arquette,YES,11,,2007.0,5.08,170,RW,Kitchener Rangers,31,3,3,6,0.19,-1,0,0,0,0,9,0,0.0,0.5
Brody Partridge,NO,11,,2006.0,5.11,193,C,Peterborough Petes,36,3,3,6,0.17,-9,0,0,0,0,6,0,0.0,-4.5
Nathan Amidovski,YES,26,,2008.0,6.02,171,LW,Ottawa 67's,38,3,3,6,0.16,-10,0,0,0,0,10,0,0.0,-9.5
David Holub,YES,23,,2007.0,5.09,180,D,Soo Greyhounds,40,3,3,6,0.15,-12,0,0,0,0,14,0,0.0,-15.5
Christian Humphreys,NO,48,,2006.0,5.11,170,RW,Kitchener Rangers,8,2,4,6,0.75,-6,1,3,0,0,2,4,66.7,2.0
David Bedkowski,NO,25,,2006.0,6.05,215,RD,Owen Sound Attack,29,2,4,6,0.21,-7,0,1,0,0,57,1,16.7,-54.0
Stepan Chukharev,YES,23,,2007.0,6.02,192,RW,North Bay Battalion,29,2,4,6,0.21,0,0,0,0,0,11,0,0.0,-1.0
Jack LaBrash,YES,93,,2007.0,6.05,196,C,Kitchener Rangers,29,2,4,6,0.21,3,0,0,0,0,9,0,0.0,4.0
Casey Bridgewater,YES,43,,2007.0,5.10,175,D,Sarnia Sting,41,2,4,6,0.15,1,0,0,1,0,6,0,0.0,5.0
Ben Radley,YES,77,,2007.0,6.00,180,D,Brantford Bulldogs,41,1,5,6,0.15,1,0,0,0,0,4,0,0.0,6.5
Nathan Sauder,NO,5,,2005.0,6.01,202,D,Erie Otters,42,1,5,6,0.14,22,0,0,0,1,33,0,0.0,-1.5
Matthew Jenken,NO,12,,2005.0,6.04,202,D,Peterborough Petes,27,0,6,6,0.22,-11,0,1,0,0,8,1,16.7,-10.0
Jack Bodin,NO,9,,2006.0,6.02,220,D,Sarnia Sting,36,0,6,6,0.17,-30,0,0,0,0,30,0,0.0,-51.0
Nicholas Holomego,NO,65,,2006.0,6.05,203,D,Erie Otters,38,0,6,6,0.16,-9,0,0,0,0,21,0,0.0,-21.0
Aidan Lane,YES,11,,2007.0,6.01,193,RW,Brampton Steelheads,6,3,2,5,0.83,3,1,0,0,0,0,1,20.0,12.0
Dylan Luecke,YES,8,,2007.0,6.02,170,RW,Sarnia Sting,25,3,2,5,0.2,-5,0,0,1,1,34,0,0.0,-30.0
Noah Powell,NO,15,,2005.0,6.02,201,RW,Oshawa Generals,6,2,3,5,0.83,5,1,1,0,0,2,2,40.0,11.5
Christopher Brown,NO,67,,2006.0,5.11.,180,C,Soo Greyhounds,20,2,3,5,0.25,-2,0,1,1,0,6,1,20.0,0.5
William Eggleton,NO,18,,2006.0,5.11,180,LW,Brampton Steelheads,31,2,3,5,0.16,0,0,0,0,0,15,0,0.0,-6.5
Genc Ula,YES,7,,2008.0,6.00,195,D,Peterborough Petes,36,2,3,5,0.14,-6,0,0,0,0,8,0,0.0,-5.5
Ethan Dean,YES,11,,2008.0,5.10,166,C,Sudbury Wolves,40,2,3,5,0.13,-11,0,0,0,0,14,0,0.0,-16.5
Gabriel Eliasson,NO,78,,2006.0,6.07,214,D,Barrie Colts,40,2,3,5,0.13,10,0,0,1,0,82,0,0.0,-63.5
Liam Storch,NO,21,,2006.0,5.10,150,RW,Saginaw Spirit,43,2,3,5,0.12,-10,0,0,0,0,2,0,0.0,-3.5
Andoni Fimis,NO,4,,2006.0,6.01,185,D,London Knights,16,1,4,5,0.31,6,0,0,1,0,0,0,0.0,14.0
Josh Colosimo,NO,13,,2006.0,6.02,185,C,Flint Firebirds,22,1,4,5,0.23,5,0,0,0,0,26,0,0.0,-13.0
Alec Leonard,NO,19,,2004.0,5.11,174,RD,Owen Sound Attack,22,1,4,5,0.23,-2,0,1,1,0,18,1,20.0,-12.0
Blake Gowan,YES,9,,2008.0,6.01,185,D,Peterborough Petes,27,1,4,5,0.19,-11,0,0,0,0,11,0,0.0,-14.0
Dylan Tsherna,NO,18,,2007.0,6.00,177,RW,Brantford Bulldogs,30,1,4,5,0.17,-7,0,0,0,0,16,0,0.0,-15.0
Adrian Manzo,NO,2,,2007.0,6.00,183,D,North Bay Battalion,37,1,4,5,0.14,-4,0,0,0,0,8,0,0.0,-4.0
Max Bleicher,YES,11,,2007.0,5.10,189,LD,Owen Sound Attack,40,1,4,5,0.13,-8,0,0,0,0,20,0,0.0,-20.0
Bradley Horner,NO,5,,2005.0,6.00,195,RW,Ottawa 67's,35,0,5,5,0.14,0,0,0,0,0,30,0,0.0,-22.5
Josh Brady,NO,3,,2006.0,6.01,185,D,Ottawa 67's,44,3,1,4,0.09,-23,0,0,2,0,12,0,0.0,-27.5
Matthew Manza,YES,55,,2007.0,6.00,178,RW,Sarnia Sting,3,2,2,4,1.33,5,0,0,0,0,4,0,0.0,8.0
Matheas Stark,NO,28,,2007.0,6.00,161,LW,Kitchener Rangers,11,2,2,4,0.36,-8,0,1,0,0,0,1,25.0,-1.0
Jack O'Brien,NO,6,,2005.0,6.02,205,D,Sarnia Sting,17,2,2,4,0.24,1,0,0,0,0,6,0,0.0,2.0
Haeden Ellis,NO,13,,2007.0,5.10,161,C,Kitchener Rangers,20,2,2,4,0.2,2,0,0,0,0,2,0,0.0,7.0
Lukas Moore,YES,4,,2007.0,6.02,195,D,Kingston Frontenacs,24,2,2,4,0.17,2,0,0,0,0,6,0,0.0,3.0
Troy Patton,YES,77,,2008.0,5.10,178,C,Brampton Steelheads,24,2,2,4,0.17,1,0,0,0,0,9,0,0.0,-1.0
Briir Long,YES,9,,2007.0,5.11,154,C,North Bay Battalion,29,2,2,4,0.14,-5,0,0,0,0,15,0,0.0,-13.0
PJ Fagan II,YES,67,,2007.0,6.01,205,D,London Knights,31,2,2,4,0.13,-1,0,0,1,0,24,0,0.0,-18.0
Brody Najim,YES,8,,2008.0,5.10,145,LW,Saginaw Spirit,37,2,2,4,0.11,-6,0,0,0,0,8,0,0.0,-7.0
Jack D'Arcy,YES,25,,2007.0,5.10,162,D,Flint Firebirds,24,1,3,4,0.17,-2,0,0,0,0,14,0,0.0,-9.5
Ethan Kindree,YES,9,,2008.0,5.09,165,RW,Owen Sound Attack,32,1,3,4,0.13,-13,0,0,0,0,6,0,0.0,-12.5
Nolan Buttar,YES,22,,2008.0,6.01,181,C,Kingston Frontenacs,37,1,3,4,0.11,-1,0,0,0,0,2,0,0.0,3.5
Rylan Fellinger,NO,65,,2007.0,6.04,200,D,Flint Firebirds,41,1,3,4,0.1,0,0,0,0,0,12,0,0.0,-5.5
Alex Messier,NO,21,,2005.0,6.03,213,LW,Erie Otters,42,1,3,4,0.1,-6,0,0,0,0,26,0,0.0,-25.5
Quinn McCall,NO,37,,2005.0,5.11,181,D,Erie Otters,12,0,4,4,0.33,5,0,1,0,0,15,1,25.0,-4.0
Braydon Bruce,NO,20,,2006.0,6.05,212,D,Sudbury Wolves,17,0,4,4,0.24,2,0,0,0,0,6,0,0.0,2.0
Xander Velliaris,NO,17,,2007.0,6.03,205,LD,Saginaw Spirit,28,0,4,4,0.14,-7,0,0,0,0,21,0,0.0,-22.0
Keegan Gillen,YES,3,,2007.0,5.10.,180,D,Soo Greyhounds,36,0,4,4,0.11,-7,0,0,0,0,13,0,0.0,-14.0
Brayden Turley,NO,7,,2006.0,6.01,195,D,North Bay Battalion,41,0,4,4,0.1,-17,0,0,0,0,48,0,0.0,-59.0
Bronson Ride,NO,25,,2005.0,6.07,212,D,North Bay Battalion,42,0,4,4,0.1,-17,0,0,0,0,59,0,0.0,-70.0
Matthew Hlacar,NO,61,,2006.0,6.03,205,LW,Kitchener Rangers,30,3,0,3,0.1,2,0,0,1,0,38,0,0.0,-30.0
Zach Houben,YES,25,,2007.0,6.05,207,LW,Ottawa 67's,34,3,0,3,0.09,-14,0,0,0,0,19,0,0.0,-27.0
Evan Headrick,YES,81,,2008.0,5.07,150,RW,Kitchener Rangers,8,2,1,3,0.38,2,0,1,1,0,0,1,33.3,7.5
Sam Johnston,YES,14,,2007.0,6.04,187,RW,Guelph Storm,16,2,1,3,0.19,0,0,0,0,0,12,0,0.0,-6.5
Lucas Ambrosio,YES,73,,2008.0,6.04,190,D,Erie Otters,26,2,1,3,0.12,3,0,0,0,0,23,0,0.0,-14.5
Ryder Boulton,NO,11,,2006.0,5.10,194,LW,London Knights,22,1,2,3,0.14,6,0,0,0,0,59,0,0.0,-48.0
Jimmy Sutherland,YES,29,,2007.0,5.09,160,LW,Guelph Storm,23,1,2,3,0.13,-9,0,0,0,0,6,0,0.0,-10.0
